Gene	baseMean	MeanExprSmall	MeanExprLarge	log2FoldChange	FoldChange	lfcSE	stat	pvalue	padj	Direction
IFGGB2	122.928	204.53	71.927	-1.518	0.349	0.431	-3.525	4.23e-04	1.79e-02	Down in Large
LOC119864429	27.319	52.035	11.872	-2.132	0.228	0.605	-3.526	4.22e-04	1.79e-02	Down in Large
LOC100687175	150.047	73.056	198.167	1.502	2.832	0.426	3.522	4.28e-04	1.80e-02	Up in Large
LOC111090455	25.315	54.612	7.004	-2.874	0.136	0.816	-3.523	4.27e-04	1.80e-02	Down in Large
LOC119866615	32.468	70.077	8.962	-2.94	0.13	0.835	-3.522	4.29e-04	1.80e-02	Down in Large
ODAD1	290.634	488.14	167.192	-1.512	0.351	0.429	-3.52	4.31e-04	1.81e-02	Down in Large
LOC111097498	7.291	18.357	0.375	-5.579	0.021	1.586	-3.519	4.34e-04	1.81e-02	Down in Large
TRNAV-AAC	9.231	94.803	0.242	-5.981	0.016	1.7	-3.518	4.34e-04	1.81e-02	Down in Large
ABCF2	2034.735	1481.268	2380.652	0.673	1.594	0.191	3.52	4.32e-04	1.81e-02	Up in Large
LOC119864195	35.204	66.858	15.42	-2.024	0.246	0.575	-3.519	4.33e-04	1.81e-02	Down in Large
AP2M1	22587.152	14471.051	27659.716	0.934	1.911	0.266	3.518	4.35e-04	1.81e-02	Up in Large
COBLL1	1073.568	1515.933	797.091	-0.921	0.528	0.261	-3.521	4.30e-04	1.81e-02	Down in Large
LOC119869417	4.89	12.228	0.303	-5.217	0.027	1.484	-3.517	4.37e-04	1.82e-02	Down in Large
LOC119873232	39.697	78.117	15.685	-2.335	0.198	0.665	-3.514	4.41e-04	1.83e-02	Down in Large
LOC111097392	22.675	47.277	7.299	-2.683	0.156	0.764	-3.512	4.45e-04	1.84e-02	Down in Large
LOC119865226	20.783	46.729	4.567	-3.354	0.098	0.955	-3.512	4.44e-04	1.84e-02	Down in Large
ZCCHC17	3326.668	2089.613	4099.828	0.969	1.957	0.276	3.51	4.48e-04	1.85e-02	Up in Large
LOC111095541	109.475	216.156	42.798	-2.313	0.201	0.659	-3.511	4.46e-04	1.85e-02	Down in Large
IFNA7	3.173	7.402	0.53	-4.444	0.046	1.266	-3.51	4.47e-04	1.85e-02	Down in Large
LOC106559484	25.98	65.06	31.464	-5.374	0.024	1.532	-3.507	4.53e-04	1.85e-02	Down in Large
LOC119866555	77.179	164.58	22.553	-2.866	0.137	0.817	-3.507	4.54e-04	1.85e-02	Down in Large
LOC111098817	6.913	17.748	5.612	-6.484	0.011	1.848	-3.508	4.51e-04	1.85e-02	Down in Large
PRKD3	1397.388	2028.9	1002.693	-1.015	0.495	0.289	-3.511	4.47e-04	1.85e-02	Down in Large
LOC119864358	16.478	37.07	3.609	-3.215	0.108	0.916	-3.508	4.51e-04	1.85e-02	Down in Large
LOC119867828	7.438	16.844	1.559	-3.407	0.094	0.971	-3.509	4.50e-04	1.85e-02	Down in Large
LOC119868022	7.303	18.538	0.281	-6.106	0.015	1.741	-3.508	4.52e-04	1.85e-02	Down in Large
LOC119864315	17.499	44.049	0.906	-5.647	0.02	1.612	-3.504	4.58e-04	1.86e-02	Down in Large
LOC119865266	16.921	42.286	1.068	-5.335	0.025	1.522	-3.504	4.58e-04	1.86e-02	Down in Large
LOC119867539	36.843	92.807	1.865	-5.659	0.02	1.615	-3.505	4.56e-04	1.86e-02	Down in Large
LOC119868664	221.894	550.018	16.816	-5.038	0.03	1.437	-3.505	4.56e-04	1.86e-02	Down in Large
LOC119864332	7.787	19.937	0.193	-6.55	0.011	1.869	-3.504	4.58e-04	1.86e-02	Down in Large
ZFHX3	1576.388	2646.105	907.814	-1.539	0.344	0.44	-3.502	4.63e-04	1.87e-02	Down in Large
LOC119866442	154.15	345.013	34.86	-3.308	0.101	0.945	-3.502	4.63e-04	1.87e-02	Down in Large
LOC119867578	658.862	1491.392	138.531	-3.428	0.093	0.979	-3.503	4.61e-04	1.87e-02	Down in Large
LOC119868706	83.835	190.925	16.903	-3.477	0.09	0.993	-3.503	4.60e-04	1.87e-02	Down in Large
LOC102156729	181.815	271.111	126.005	-1.048	0.484	0.3	-3.498	4.68e-04	1.88e-02	Down in Large
LOC111096219	5.322	13.838	0	-6.433	0.012	1.839	-3.499	4.68e-04	1.88e-02	Down in Large
LOC111097097	20.745	50.734	2.002	-4.644	0.04	1.328	-3.498	4.69e-04	1.88e-02	Down in Large
TRNAM-CAU.10	38.371	339.666	0.354	-8.366	0.003	2.391	-3.498	4.68e-04	1.88e-02	Down in Large
LOC102155947	64.513	130.398	23.335	-2.488	0.178	0.712	-3.495	4.73e-04	1.90e-02	Down in Large
LOC100686248	10.228	23.752	1.775	-3.671	0.079	1.051	-3.493	4.77e-04	1.90e-02	Down in Large
LOC119881150	66.272	117.543	34.228	-1.717	0.304	0.491	-3.494	4.75e-04	1.90e-02	Down in Large
LOC119865473	11.28	28.462	0.541	-5.536	0.022	1.585	-3.493	4.78e-04	1.90e-02	Down in Large
LOC100687675	10.986	25.461	1.94	-3.739	0.075	1.07	-3.495	4.74e-04	1.90e-02	Down in Large
LOC111092500	89.759	159.512	46.163	-1.728	0.302	0.495	-3.493	4.78e-04	1.90e-02	Down in Large
LOC119866207	72.809	130.373	36.831	-1.775	0.292	0.508	-3.496	4.73e-04	1.90e-02	Down in Large
LOC119871376	17.021	42.863	0.871	-5.69	0.019	1.63	-3.491	4.81e-04	1.91e-02	Down in Large
RUNDC3A	8159.69	4730.792	10302.751	1.122	2.177	0.321	3.491	4.82e-04	1.91e-02	Up in Large
LOC119881524	4.955	12.23	0.408	-5.376	0.024	1.541	-3.49	4.83e-04	1.91e-02	Down in Large
LOC102156746	146.29	291.373	55.613	-2.373	0.193	0.679	-3.492	4.79e-04	1.91e-02	Down in Large
LOC111092311	40.618	90.376	9.52	-3.227	0.107	0.924	-3.491	4.81e-04	1.91e-02	Down in Large
TRNAL-CAA.3	6.856	17.55	0.172	-6.153	0.014	1.764	-3.489	4.85e-04	1.92e-02	Down in Large
LOC111095207	4.684	12.178	7.781	-6.313	0.013	1.811	-3.486	4.91e-04	1.93e-02	Down in Large
LOC475101	477.166	206.142	646.556	1.665	3.17	0.477	3.487	4.89e-04	1.93e-02	Up in Large
LOC119867676	7.185	18.267	0.259	-6.422	0.012	1.842	-3.486	4.89e-04	1.93e-02	Down in Large
TEAD1	1100.963	1686.082	735.263	-1.191	0.438	0.342	-3.486	4.90e-04	1.93e-02	Down in Large
LOC119873616	102.541	205.965	37.902	-2.428	0.186	0.697	-3.483	4.96e-04	1.94e-02	Down in Large
XPA	1358.391	1815.216	1072.875	-0.757	0.592	0.217	-3.483	4.97e-04	1.94e-02	Down in Large
LOC111095012	52.261	102.187	21.058	-2.243	0.211	0.644	-3.484	4.94e-04	1.94e-02	Down in Large
LOC119873722	135.764	260.908	57.549	-2.166	0.223	0.622	-3.48	5.01e-04	1.95e-02	Down in Large
LOC111097804	51.416	104.759	18.076	-2.49	0.178	0.715	-3.482	4.98e-04	1.95e-02	Down in Large
LOC111096729	123.007	238.555	50.789	-2.237	0.212	0.643	-3.48	5.02e-04	1.96e-02	Down in Large
LOC119872130	10.889	26.898	0.884	-4.852	0.035	1.395	-3.479	5.04e-04	1.96e-02	Down in Large
LOC111090538	67.537	133.017	26.612	-2.265	0.208	0.651	-3.479	5.04e-04	1.96e-02	Down in Large
LOC102154144	41.531	85.7	13.925	-2.635	0.161	0.757	-3.479	5.04e-04	1.96e-02	Down in Large
CTU1	48.912	83.467	27.315	-1.558	0.34	0.448	-3.476	5.10e-04	1.97e-02	Down in Large
LOC119871300	8.778	21.468	0.847	-5.014	0.031	1.442	-3.477	5.08e-04	1.97e-02	Down in Large
LOC119865291	4.297	10.941	0.144	-5.439	0.023	1.565	-3.475	5.11e-04	1.97e-02	Down in Large
ARL6IP4	1811.057	947.73	2350.636	1.308	2.476	0.376	3.475	5.11e-04	1.97e-02	Up in Large
LOC102153750	9.508	21.381	2.088	-3.249	0.105	0.934	-3.477	5.06e-04	1.97e-02	Down in Large
LOC100684464	6.692	16.672	0.454	-5.709	0.019	1.644	-3.474	5.13e-04	1.98e-02	Down in Large
LOC119873958	46.684	99.46	13.698	-2.866	0.137	0.826	-3.471	5.19e-04	2.00e-02	Down in Large
LOC102157261	11.963	25.823	8.042	-2.973	0.127	0.857	-3.469	5.23e-04	2.00e-02	Down in Large
RBMXL2	11.539	22.817	4.491	-2.342	0.197	0.675	-3.469	5.23e-04	2.00e-02	Down in Large
LOC119867571	16.66	153.072	2.593	-3.829	0.07	1.103	-3.47	5.20e-04	2.00e-02	Down in Large
LOC111094499	36.308	88.239	3.851	-4.53	0.043	1.305	-3.471	5.19e-04	2.00e-02	Down in Large
ARHGEF6	1311.063	1789.588	1011.985	-0.813	0.569	0.234	-3.469	5.22e-04	2.00e-02	Down in Large
FHAD1	88.297	151.378	48.871	-1.583	0.334	0.457	-3.465	5.31e-04	2.02e-02	Down in Large
LOC111092043	8.47	20.444	0.986	-4.467	0.045	1.289	-3.466	5.29e-04	2.02e-02	Down in Large
LOC102152191	37.073	76.295	12.559	-2.567	0.169	0.74	-3.467	5.27e-04	2.02e-02	Down in Large
LOC119870572	8.328	21.047	0.378	-6.018	0.015	1.738	-3.462	5.36e-04	2.03e-02	Down in Large
LOC489366	54.096	119.234	13.385	-3.145	0.113	0.908	-3.463	5.34e-04	2.03e-02	Down in Large
LOC119872730	30.248	62.742	9.939	-2.503	0.176	0.723	-3.463	5.34e-04	2.03e-02	Down in Large
TRIM25	422.913	580.605	324.355	-0.841	0.558	0.243	-3.464	5.33e-04	2.03e-02	Down in Large
FSHR	9.927	24.241	7.303	-4.554	0.043	1.316	-3.461	5.38e-04	2.03e-02	Down in Large
LOC111092041	25.151	44.095	13.311	-1.687	0.31	0.487	-3.463	5.35e-04	2.03e-02	Down in Large
A1CF	13.59	33.114	9.413	-4.566	0.042	1.319	-3.463	5.35e-04	2.03e-02	Down in Large
LOC111090375	3.124	7.299	0.515	-3.65	0.08	1.055	-3.459	5.42e-04	2.05e-02	Down in Large
LOC119869962	13.653	33.743	1.097	-4.936	0.033	1.429	-3.455	5.50e-04	2.07e-02	Down in Large
LOC106559499	6.111	14.047	1.15	-3.458	0.091	1.001	-3.456	5.49e-04	2.07e-02	Down in Large
LOC119864602	150.075	272.48	73.571	-1.881	0.272	0.544	-3.455	5.50e-04	2.07e-02	Down in Large
TRNAQ-CUG.3	21.75	56.495	0.034	-8.3	0.003	2.402	-3.455	5.50e-04	2.07e-02	Down in Large
LOC111092959	113.709	242.823	33.013	-2.87	0.137	0.831	-3.455	5.51e-04	2.07e-02	Down in Large
LOC111092553	57.45	114.53	21.774	-2.377	0.193	0.689	-3.449	5.62e-04	2.09e-02	Down in Large
LOC119869953	14.259	89.65	3.575	-4.276	0.052	1.239	-3.452	5.57e-04	2.09e-02	Down in Large
LOC479379	972.242	300.449	1392.112	2.231	4.694	0.646	3.451	5.58e-04	2.09e-02	Up in Large
LOC119867309	7.665	17.806	1.328	-3.507	0.088	1.016	-3.45	5.60e-04	2.09e-02	Down in Large
ANKRD37	449.811	309.93	537.236	0.746	1.677	0.216	3.45	5.60e-04	2.09e-02	Up in Large
ADAMTSL4	106.568	170.168	66.817	-1.294	0.408	0.375	-3.45	5.61e-04	2.09e-02	Down in Large
LOC119863905	1223.079	1843.663	835.213	-1.137	0.455	0.33	-3.45	5.60e-04	2.09e-02	Down in Large
MCM9	631.078	927.963	445.526	-1.053	0.482	0.305	-3.448	5.64e-04	2.10e-02	Down in Large
LOC119866850	31.855	58.559	15.165	-1.904	0.267	0.552	-3.447	5.66e-04	2.10e-02	Down in Large
LOC119870338	6.517	15.743	0.75	-4.525	0.043	1.314	-3.444	5.74e-04	2.11e-02	Down in Large
LOC111097643	76.291	146.439	32.448	-2.141	0.227	0.622	-3.443	5.74e-04	2.11e-02	Down in Large
LOC119867365	40.349	78.882	16.265	-2.271	0.207	0.659	-3.445	5.71e-04	2.11e-02	Down in Large
AP3D1	7072.223	5389.969	8123.632	0.591	1.506	0.172	3.444	5.73e-04	2.11e-02	Up in Large
ATG16L2	224.298	316.859	166.447	-0.919	0.529	0.267	-3.442	5.77e-04	2.11e-02	Down in Large
LOC119865071	20.093	51.124	0.699	-6.349	0.012	1.844	-3.444	5.73e-04	2.11e-02	Down in Large
ACKR2	130.792	193.923	91.334	-1.081	0.473	0.314	-3.442	5.77e-04	2.11e-02	Down in Large
LOC111091991	36.859	71.588	15.154	-2.129	0.229	0.618	-3.445	5.71e-04	2.11e-02	Down in Large
LOC111093322	11.368	22.502	4.409	-2.289	0.205	0.665	-3.444	5.73e-04	2.11e-02	Down in Large
SH2D1A	8.096	19.009	1.275	-3.838	0.07	1.115	-3.444	5.74e-04	2.11e-02	Down in Large
TRNAN-GUU.15	7.816	19.905	0.26	-6.173	0.014	1.791	-3.446	5.68e-04	2.11e-02	Down in Large
SLC2A12	1121.274	1765.07	718.901	-1.292	0.408	0.376	-3.439	5.84e-04	2.12e-02	Down in Large
LOC119871368	23.96	53.66	5.398	-3.335	0.099	0.969	-3.441	5.79e-04	2.12e-02	Down in Large
LOC102156626	23.717	45.411	10.159	-2.149	0.225	0.625	-3.439	5.85e-04	2.12e-02	Down in Large
LOC111097886	181.171	333.693	85.844	-1.935	0.262	0.563	-3.439	5.84e-04	2.12e-02	Down in Large
LOC111090347	22.065	42.53	9.275	-2.005	0.249	0.583	-3.441	5.80e-04	2.12e-02	Down in Large
LOC106558127	5.195	12.786	0.451	-4.653	0.04	1.352	-3.441	5.79e-04	2.12e-02	Down in Large
LOC106558394	5.842	14.556	7.934	-5.825	0.018	1.693	-3.441	5.80e-04	2.12e-02	Down in Large
FCMR	441.24	660.162	304.414	-1.102	0.466	0.321	-3.436	5.89e-04	2.14e-02	Down in Large
LOC102156022	30.586	65.571	8.72	-2.886	0.135	0.841	-3.434	5.95e-04	2.15e-02	Down in Large
LOC100685534	93.247	31.19	132.033	2.233	4.701	0.65	3.434	5.94e-04	2.15e-02	Up in Large
LOC102157392	149.847	32.389	223.258	2.876	7.341	0.837	3.434	5.95e-04	2.15e-02	Up in Large
LOC111094434	34.327	65.293	14.974	-2.12	0.23	0.617	-3.433	5.96e-04	2.15e-02	Down in Large
LOC119866625	1761.254	1123.64	2159.763	0.94	1.919	0.274	3.432	6.00e-04	2.16e-02	Up in Large
LOC100856231	38.04	69.675	18.267	-1.873	0.273	0.546	-3.43	6.03e-04	2.17e-02	Down in Large
LOC102151735	7.694	16.598	2.128	-2.956	0.129	0.861	-3.431	6.01e-04	2.17e-02	Down in Large
CHGB	34094.73	20517.996	42580.189	1.053	2.075	0.307	3.43	6.03e-04	2.17e-02	Up in Large
LOC119866782	15.282	36.868	1.791	-4.369	0.048	1.274	-3.43	6.03e-04	2.17e-02	Down in Large
LOC102151633	130.685	276.307	39.671	-2.803	0.143	0.817	-3.43	6.04e-04	2.17e-02	Down in Large
LOC119873166	19.107	47.978	1.063	-5.52	0.022	1.611	-3.427	6.10e-04	2.18e-02	Down in Large
LOC102157195	33.42	62.366	15.329	-1.992	0.251	0.581	-3.428	6.09e-04	2.18e-02	Down in Large
LOC119871948	29.166	50.533	15.812	-1.633	0.322	0.477	-3.425	6.15e-04	2.19e-02	Down in Large
LOC111096992	49.433	94.089	21.522	-2.101	0.233	0.613	-3.426	6.13e-04	2.19e-02	Down in Large
LOC119868093	8.063	19.409	8.996	-4.317	0.05	1.26	-3.426	6.13e-04	2.19e-02	Down in Large
OLFM1	19040.851	10416.813	24430.874	1.23	2.345	0.359	3.423	6.20e-04	2.20e-02	Up in Large
NDUFA8	5013.18	2855.657	6361.631	1.154	2.225	0.337	3.423	6.19e-04	2.20e-02	Up in Large
LOC102157174	16.994	36.283	4.938	-2.952	0.129	0.862	-3.423	6.20e-04	2.20e-02	Down in Large
SP1	1968.404	2977.779	1337.546	-1.153	0.45	0.337	-3.422	6.22e-04	2.21e-02	Down in Large
LOC119871438	57.831	123.638	16.702	-2.894	0.135	0.846	-3.42	6.26e-04	2.22e-02	Down in Large
LOC111096069	16.927	40.588	2.14	-4.179	0.055	1.222	-3.419	6.28e-04	2.22e-02	Down in Large
LOC102154711	76.216	139.322	36.774	-1.928	0.263	0.564	-3.419	6.27e-04	2.22e-02	Down in Large
LOC119873371	71.725	155.915	19.106	-3.036	0.122	0.888	-3.417	6.33e-04	2.22e-02	Down in Large
ZMYM1	1849.112	2739.663	1292.517	-1.082	0.472	0.317	-3.418	6.30e-04	2.22e-02	Down in Large
LOC111098970	84.824	180.876	24.792	-2.857	0.138	0.836	-3.417	6.32e-04	2.22e-02	Down in Large
MIR8858	1182.967	2637.11	274.128	-3.265	0.104	0.955	-3.419	6.28e-04	2.22e-02	Down in Large
LOC119864473	4.654	12.099	0	-6.299	0.013	1.843	-3.417	6.34e-04	2.22e-02	Down in Large
LOC111091695	37.445	92.08	3.297	-4.794	0.036	1.403	-3.418	6.32e-04	2.22e-02	Down in Large
LOC119867547	4.26	10.646	0.269	-4.907	0.033	1.435	-3.42	6.26e-04	2.22e-02	Down in Large
LOC442967	50.446	103.061	17.562	-2.535	0.173	0.742	-3.416	6.36e-04	2.23e-02	Down in Large
LOC119873492	46.094	272.387	9.946	-4.326	0.05	1.267	-3.415	6.37e-04	2.23e-02	Down in Large
OR9S26	4.102	10.303	5.698	-5.358	0.024	1.568	-3.416	6.36e-04	2.23e-02	Down in Large
LOC119871397	17.447	43.856	0.942	-5.685	0.019	1.667	-3.411	6.47e-04	2.26e-02	Down in Large
LOC111096014	25.726	59.052	4.898	-3.587	0.083	1.052	-3.411	6.47e-04	2.26e-02	Down in Large
LOC119873158	6.824	16.772	0.607	-4.739	0.037	1.39	-3.41	6.49e-04	2.26e-02	Down in Large
LOC119865431	23.97	53.215	5.692	-3.099	0.117	0.909	-3.411	6.48e-04	2.26e-02	Down in Large
LOC478381	463.89	230.563	609.719	1.411	2.66	0.414	3.408	6.55e-04	2.28e-02	Up in Large
TMEM255A	1507.53	2352.414	979.477	-1.26	0.418	0.37	-3.405	6.61e-04	2.29e-02	Down in Large
TRNAM-CAU.15	47.315	544.878	0.338	-9.067	0.002	2.663	-3.405	6.61e-04	2.29e-02	Down in Large
LOC111094404	7.207	18.738	4.499	-6.919	0.008	2.032	-3.404	6.63e-04	2.30e-02	Down in Large
SLC22A4	378.862	547.911	273.206	-0.999	0.5	0.294	-3.402	6.70e-04	2.31e-02	Down in Large
LOC482646	17.713	42.991	1.915	-4.466	0.045	1.313	-3.402	6.70e-04	2.31e-02	Down in Large
LOC119867184	89.466	212.172	12.775	-4.056	0.06	1.192	-3.403	6.66e-04	2.31e-02	Down in Large
B3GNT5	220.418	385.702	117.116	-1.705	0.307	0.501	-3.403	6.67e-04	2.31e-02	Down in Large
LOC111096209	56.099	124.582	13.297	-3.238	0.106	0.952	-3.4	6.74e-04	2.32e-02	Down in Large
LOC102156764	63.874	144.436	13.523	-3.416	0.094	1.004	-3.401	6.72e-04	2.32e-02	Down in Large
LOC102154486	253.795	122.572	335.809	1.524	2.875	0.448	3.399	6.77e-04	2.32e-02	Up in Large
LOC100685133	6.965	16.714	0.872	-4.525	0.043	1.331	-3.399	6.77e-04	2.32e-02	Down in Large
LOC119869895	6.479	14.04	1.753	-2.782	0.145	0.82	-3.395	6.87e-04	2.33e-02	Down in Large
IDI1	6090.15	4078.175	7347.635	0.849	1.801	0.25	3.395	6.86e-04	2.33e-02	Up in Large
LOC119870556	4.211	9.566	0.864	-2.948	0.13	0.868	-3.396	6.85e-04	2.33e-02	Down in Large
PPP3CB	8424.498	5948.029	9972.291	0.744	1.675	0.219	3.396	6.84e-04	2.33e-02	Up in Large
LOC119872464	8.947	22.329	0.583	-5.578	0.021	1.643	-3.395	6.85e-04	2.33e-02	Down in Large
LOC610407	266.32	176.122	322.694	0.939	1.917	0.276	3.398	6.80e-04	2.33e-02	Up in Large
LOC119873965	5.58	14.193	6.276	-5.517	0.022	1.624	-3.397	6.81e-04	2.33e-02	Down in Large
SNED1	934.638	1372.884	660.733	-1.052	0.482	0.31	-3.396	6.83e-04	2.33e-02	Down in Large
MSI1	556.955	861.622	366.538	-1.22	0.429	0.359	-3.397	6.82e-04	2.33e-02	Down in Large
LOC100688595	90.196	165.008	43.439	-1.918	0.265	0.564	-3.398	6.78e-04	2.33e-02	Down in Large
NDUFAB1	1697.479	1175.838	2023.504	0.775	1.711	0.228	3.393	6.90e-04	2.34e-02	Up in Large
LOC119873648	23.011	43.024	10.503	-1.854	0.277	0.547	-3.392	6.93e-04	2.34e-02	Down in Large
LOC119865309	97.307	208.581	27.76	-2.902	0.134	0.855	-3.393	6.91e-04	2.34e-02	Down in Large
LOC119865767	9.57	21.202	2.3	-3.052	0.121	0.9	-3.393	6.90e-04	2.34e-02	Down in Large
UCMA	4.855	11.229	0.872	-3.666	0.079	1.081	-3.391	6.95e-04	2.35e-02	Down in Large
TIMELESS	274.448	397.597	197.48	-1.02	0.493	0.301	-3.39	6.99e-04	2.36e-02	Down in Large
SNAP47	2238.618	1509.124	2694.551	0.831	1.779	0.245	3.389	7.02e-04	2.36e-02	Up in Large
LOC111090634.1	8.034	20.18	0.442	-5.519	0.022	1.629	-3.389	7.02e-04	2.36e-02	Down in Large
LOC111091660	26.594	50.421	11.702	-2.069	0.238	0.611	-3.388	7.05e-04	2.37e-02	Down in Large
LOC100683724	487.429	226.808	650.317	1.535	2.898	0.453	3.386	7.08e-04	2.38e-02	Up in Large
CRYBB1	4.92	12.526	2.598	-5.47	0.023	1.615	-3.386	7.09e-04	2.38e-02	Down in Large
LOC119870442	17.582	36.629	5.678	-2.538	0.172	0.75	-3.383	7.16e-04	2.39e-02	Down in Large
CARD6	293.86	416.258	217.362	-0.904	0.534	0.267	-3.384	7.13e-04	2.39e-02	Down in Large
LOC106559135	4.084	10.618	0	-6.115	0.014	1.808	-3.383	7.18e-04	2.39e-02	Down in Large
LOC119873593	9.976	22.585	2.095	-3.361	0.097	0.993	-3.384	7.14e-04	2.39e-02	Down in Large
LOC111091565	7.49	17.296	9.386	-3.659	0.079	1.082	-3.383	7.17e-04	2.39e-02	Down in Large
LOC119865065	7.638	19.05	0.505	-5.569	0.021	1.646	-3.383	7.17e-04	2.39e-02	Down in Large
LOC111092269	48.086	100.768	15.159	-2.709	0.153	0.801	-3.382	7.20e-04	2.39e-02	Down in Large
LOC119866561	26.832	50.271	12.182	-2.049	0.242	0.605	-3.385	7.12e-04	2.39e-02	Down in Large
LOC102152008	20.773	46.03	4.988	-3.216	0.108	0.951	-3.381	7.22e-04	2.40e-02	Down in Large
LOC119872851	28.142	62.019	6.969	-3.139	0.114	0.929	-3.379	7.29e-04	2.41e-02	Down in Large
CLTA	3631.781	2528.309	4321.451	0.769	1.704	0.228	3.38	7.26e-04	2.41e-02	Up in Large
LOC119874187	9.829	24.583	0.608	-6.268	0.013	1.855	-3.378	7.30e-04	2.41e-02	Down in Large
LOC119869702	158.091	319.111	57.453	-2.468	0.181	0.731	-3.378	7.30e-04	2.41e-02	Down in Large
LOC102154993	6.176	15.718	6.657	-5.944	0.016	1.76	-3.378	7.30e-04	2.41e-02	Down in Large
LOC119872053	34.289	69.45	12.313	-2.363	0.194	0.701	-3.371	7.49e-04	2.43e-02	Down in Large
TRNAW-CCA	9.602	24.798	1.685	-6.891	0.008	2.042	-3.375	7.38e-04	2.43e-02	Down in Large
IGSF6	218.98	349.347	137.501	-1.327	0.399	0.393	-3.374	7.41e-04	2.43e-02	Down in Large
LOC119877716	118.612	301.048	84.226	-6.032	0.015	1.787	-3.376	7.36e-04	2.43e-02	Down in Large
LOC111097448	47.633	89.491	21.471	-2.047	0.242	0.607	-3.371	7.48e-04	2.43e-02	Down in Large
LOC119873604	71.009	144.488	25.084	-2.518	0.175	0.747	-3.373	7.44e-04	2.43e-02	Down in Large
LOC102156449	27.882	50.142	13.969	-1.63	0.323	0.483	-3.375	7.38e-04	2.43e-02	Down in Large
TMEM144	432.212	579.447	340.19	-0.764	0.589	0.227	-3.372	7.47e-04	2.43e-02	Down in Large
TEX51	6.857	17.827	0	-6.847	0.009	2.029	-3.375	7.38e-04	2.43e-02	Down in Large
LOC119864977	60.099	109.857	29	-1.861	0.275	0.551	-3.375	7.38e-04	2.43e-02	Down in Large
TFDP1	804.209	645.814	903.205	0.46	1.376	0.136	3.373	7.45e-04	2.43e-02	Up in Large
LOC119866438	40.41	88.796	10.17	-3.146	0.113	0.933	-3.371	7.48e-04	2.43e-02	Down in Large
LOC102156634	105.452	192.851	50.828	-1.884	0.271	0.559	-3.372	7.46e-04	2.43e-02	Down in Large
LOC119867339	9.734	23.775	0.958	-4.664	0.039	1.383	-3.372	7.46e-04	2.43e-02	Down in Large
LOC119868693	6.903	17.376	0.358	-5.725	0.019	1.698	-3.371	7.49e-04	2.43e-02	Down in Large
TRNAK-CUU.26	37.343	295.969	0.285	-8.723	0.002	2.585	-3.375	7.39e-04	2.43e-02	Down in Large
APOL6	108.34	161.259	75.265	-1.087	0.471	0.322	-3.37	7.51e-04	2.44e-02	Down in Large
LOC119864210	168.538	271.563	104.148	-1.33	0.398	0.395	-3.369	7.54e-04	2.44e-02	Down in Large
SNUPN	1744.503	1091.047	2152.913	0.975	1.966	0.289	3.37	7.52e-04	2.44e-02	Up in Large
LOC119867052	14.229	34.64	9.132	-4.558	0.042	1.353	-3.369	7.56e-04	2.44e-02	Down in Large
LOC119866777	9.736	93.031	0.193	-6.909	0.008	2.051	-3.369	7.53e-04	2.44e-02	Down in Large
LOC111095510	6.331	15.052	0.881	-4.017	0.062	1.193	-3.367	7.60e-04	2.45e-02	Down in Large
LOC119869420	4.962	11.663	0.774	-3.435	0.092	1.02	-3.367	7.60e-04	2.45e-02	Down in Large
LOC119864692	7.995	20.45	0.211	-6.436	0.012	1.912	-3.366	7.62e-04	2.45e-02	Down in Large
FKBP4	8417.015	6236.129	9780.069	0.649	1.569	0.193	3.367	7.61e-04	2.45e-02	Up in Large
LOC478670	2268.591	3922.974	1234.601	-1.666	0.315	0.495	-3.366	7.63e-04	2.45e-02	Down in Large
LOC119869941	4.018	10.011	0.273	-5.195	0.027	1.544	-3.365	7.65e-04	2.46e-02	Down in Large
EXOC3	2102.444	1564.156	2438.875	0.635	1.553	0.189	3.363	7.71e-04	2.47e-02	Up in Large
LOC119870419	219.756	338.043	145.827	-1.166	0.446	0.347	-3.363	7.71e-04	2.47e-02	Down in Large
LOC119865614	7.11	17.174	0.819	-4.169	0.056	1.24	-3.361	7.76e-04	2.48e-02	Down in Large
LOC102153523	2.907	7.41	6.658	-5.085	0.029	1.513	-3.362	7.74e-04	2.48e-02	Down in Large
TRNAG-GCC	132.325	1370.254	0.328	-10.103	0.001	3.007	-3.36	7.79e-04	2.49e-02	Down in Large
LOC119872598	47.036	80.812	25.925	-1.585	0.333	0.472	-3.36	7.79e-04	2.49e-02	Down in Large
LOC111095029	1426.56	2552.839	722.636	-1.819	0.283	0.542	-3.358	7.85e-04	2.49e-02	Down in Large
LOC119865853	38.401	75.646	15.123	-2.274	0.207	0.677	-3.358	7.85e-04	2.49e-02	Down in Large
DNAH10	611.781	931.931	411.688	-1.175	0.443	0.35	-3.359	7.82e-04	2.49e-02	Down in Large
LOC111093254	68.138	127.374	31.116	-1.983	0.253	0.591	-3.358	7.85e-04	2.49e-02	Down in Large
LOC102155138	5.965	15.256	7.21	-6.268	0.013	1.867	-3.357	7.88e-04	2.50e-02	Down in Large
LOC610034	104.513	33.153	149.113	2.312	4.964	0.688	3.358	7.86e-04	2.50e-02	Up in Large
LOC106559316	26.01	52.503	9.453	-2.429	0.186	0.724	-3.355	7.93e-04	2.51e-02	Down in Large
