Run	Assay Type	BioSample	Center Name	Consent	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Bytes	DATASTORE filetype	DATASTORE provider	DATASTORE region	AvgSpotLen	Bases	create_date	version	BioProject	sub_species		tissue	Library Name	source_name	BREED	sex	age	GEO_Accession (exp)	treatment	BioSampleModel	cell_type	collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	cell_line	dev_stage	disease	sample_type	Sample_name	strain	isolate	AssemblyName	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	common_name	diagnosis	INSDC_center_name	INSDC_status	Submitter_Id	Cultivar	ecotype	INSDC_last_update	BIOMATERIAL_PROVIDER	external_id	genotype	tumor_grade	INSDC_first_public	date_of_surgery	ER_Allred_score	ER_status	lymphatic_vessel_invasion	Neuter_status	Scientific_Name	disease_state	ena_first_public	ena_last_update	Sample_id	dog_id	replicate	HER2_Score(Hercep_test_Score)	survival_status(until_2018-08-01)	ENA_first_public	isolation_source	Broker_name	phenotype	health_state	time	individual	Specimen_voucher	developmental_stage	INSDC_center_alias	tumor_location	tumor_type	geographic_location_(country_and/or_sea)	organism_part	ena_last_update	histopathological_classification	patient_id	store_cond	date_of_death	disease_stage	intentional_duplicate (run)	description	death_date	dethist	goldschmidt	histology	library_prep	patient_number	repselect	rin	sequencing_run	simhist	tumor_diameter	cell_line_short_name	Survival	collected_by	tumor	birth_date	Group	prep_type	library_prep_batch	organism_common_name	infection	tissue_type	genotype/variation	id	In-house_label (run)	library_name	birth_location	gender	developmental_age	Pedigree	sex_chromosomes	estimated_age	estimated_breed	Institution	Biological_Replicate	date_of_diagnosis	sampling_site	treatment_regime	storage_conditions	cell_passage	stimulus	Experimental_Factor:_phenotype (exp)	Alternate_Taxon_ID	location_of_metastasis	breeding_method	tissue_preservation	date_of_PD	immunophenotype	nature
SRR2157194	miRNA-Seq	SAMN03983883	GEO	public	SRX1143882	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2015-08-30T00:00:00Z	GSM1849804	SRP062347	2749004990	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	51	4132429785	2015-08-12T19:05:00Z	1	PRJNA292721	familiaris		pituitary		pituitary	Chinese Field Dog		adult one	GSM1849804																																																																																			Treated with non-disposal																																
SRR22459240	RNA-Seq	SAMN31934548	ABBVIE	public	SRX18426168	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766553	SRP410543	1145001866	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2787626626	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766553	Pituitary Gland	Beagle	female			untreated																																																																																																																		
SRR22459241	RNA-Seq	SAMN31934548	ABBVIE	public	SRX18426168	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766553	SRP410543	1132866123	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2765359270	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766553	Pituitary Gland	Beagle	female			untreated																																																																																																																		
SRR22459243	RNA-Seq	SAMN31934548	ABBVIE	public	SRX18426168	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766553	SRP410543	1148502017	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2800645515	2022-11-30T02:25:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766553	Pituitary Gland	Beagle	female			untreated																																																																																																																		
SRR22459244	RNA-Seq	SAMN31934549	ABBVIE	public	SRX18426167	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766552	SRP410543	981802215	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2326839508	2022-11-30T02:25:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766552	Pituitary Gland	Beagle	female			untreated																																																																																																																		
SRR22459250	RNA-Seq	SAMN31934550	ABBVIE	public	SRX18426166	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766551	SRP410543	1136434795	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2774691958	2022-11-30T02:27:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766551	Pituitary Gland	Beagle	female			untreated																																																																																																																		
SRR22459251	RNA-Seq	SAMN31934550	ABBVIE	public	SRX18426166	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766551	SRP410543	1135322119	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2778640109	2022-11-30T02:25:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766551	Pituitary Gland	Beagle	female			untreated																																																																																																																		
SRR22459412	RNA-Seq	SAMN31934710	ABBVIE	public	SRX18426124	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766391	SRP410543	594909975	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1564304559	2022-11-30T02:23:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766391	Pituitary Gland	Beagle	male			untreated																																																																																																																		
SRR22459415	RNA-Seq	SAMN31934711	ABBVIE	public	SRX18426123	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766390	SRP410543	796670215	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2087864150	2022-11-30T02:26:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766390	Pituitary Gland	Beagle	male			untreated																																																																																																																		
SRR22459416	RNA-Seq	SAMN31934711	ABBVIE	public	SRX18426123	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766390	SRP410543	780597199	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2054342020	2022-11-30T02:25:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766390	Pituitary Gland	Beagle	male			untreated																																																																																																																		
SRR22459418	RNA-Seq	SAMN31934711	ABBVIE	public	SRX18426123	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766390	SRP410543	777427188	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2046823609	2022-11-30T02:27:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766390	Pituitary Gland	Beagle	male			untreated																																																																																																																		
SRR22459419	RNA-Seq	SAMN31934712	ABBVIE	public	SRX18426122	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766389	SRP410543	606060303	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1592335398	2022-11-30T02:23:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766389	Pituitary Gland	Beagle	male			untreated																																																																																																																		
SRR22459421	RNA-Seq	SAMN31934712	ABBVIE	public	SRX18426122	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766389	SRP410543	610238069	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1604808112	2022-11-30T02:23:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766389	Pituitary Gland	Beagle	male			untreated																																																																																																																		
SRR22459422	RNA-Seq	SAMN31934712	ABBVIE	public	SRX18426122	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766389	SRP410543	591437213	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1560654324	2022-11-30T02:21:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766389	Pituitary Gland	Beagle	male			untreated																																																																																																																		
SRR22459246	RNA-Seq	SAMN31934549	ABBVIE	public	SRX18426167	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766552	SRP410543	985747948	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2335031961	2022-11-30T02:26:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766552	Pituitary Gland	Beagle	female			untreated																																																																																																																		
SRR22459247	RNA-Seq	SAMN31934549	ABBVIE	public	SRX18426167	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766552	SRP410543	987629373	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2334028329	2022-11-30T02:25:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766552	Pituitary Gland	Beagle	female			untreated																																																																																																																		
SRR22459249	RNA-Seq	SAMN31934550	ABBVIE	public	SRX18426166	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766551	SRP410543	1118904854	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2741521258	2022-11-30T02:23:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766551	Pituitary Gland	Beagle	female			untreated																																																																																																																		
SRR22459242	RNA-Seq	SAMN31934548	ABBVIE	public	SRX18426168	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766553	SRP410543	1149798790	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2796664701	2022-11-30T02:27:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766553	Pituitary Gland	Beagle	female			untreated																																																																																																																		
SRR22459245	RNA-Seq	SAMN31934549	ABBVIE	public	SRX18426167	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766552	SRP410543	972563388	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2305381858	2022-11-30T02:23:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766552	Pituitary Gland	Beagle	female			untreated																																																																																																																		
SRR22459248	RNA-Seq	SAMN31934550	ABBVIE	public	SRX18426166	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766551	SRP410543	1130726411	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2763692101	2022-11-30T02:25:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766551	Pituitary Gland	Beagle	female			untreated																																																																																																																		
SRR22459411	RNA-Seq	SAMN31934710	ABBVIE	public	SRX18426124	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766391	SRP410543	604683125	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1585363875	2022-11-30T02:25:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766391	Pituitary Gland	Beagle	male			untreated																																																																																																																		
SRR22459413	RNA-Seq	SAMN31934710	ABBVIE	public	SRX18426124	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766391	SRP410543	609383811	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1599017652	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766391	Pituitary Gland	Beagle	male			untreated																																																																																																																		
SRR22459414	RNA-Seq	SAMN31934710	ABBVIE	public	SRX18426124	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766391	SRP410543	592920811	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1558909947	2022-11-30T02:23:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766391	Pituitary Gland	Beagle	male			untreated																																																																																																																		
SRR22459417	RNA-Seq	SAMN31934711	ABBVIE	public	SRX18426123	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766390	SRP410543	802107071	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2104116222	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766390	Pituitary Gland	Beagle	male			untreated																																																																																																																		
SRR22459420	RNA-Seq	SAMN31934712	ABBVIE	public	SRX18426122	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766389	SRP410543	592827148	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1564173687	2022-11-30T02:26:00Z	1	PRJNA906635	familiaris		Pituitary Gland	GSM6766389	Pituitary Gland	Beagle	male			untreated																																																																																																																		
SRR8997004	RNA-Seq	SAMN11526814	BROAD INSTITUTE	public	SRX5775806	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2019-05-01T00:00:00Z	Dozer_386519_pituitary_gland	SRP114662	1119781014	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	202	5317984714	2019-05-01T13:16:00Z	1	PRJNA396033	familiaris		Pituitary Gland	Dozer_386519_pituitary_gland		Belgian Malanois	male	3			Model organism or animal							Adult				not applicable	not applicable	AAEX03								not applicable	not applicable		"Dr. Andrew M. Hoffman\, Cummings School of Veterinary Medicine\, Tufts University"																																																																																									
SRR5889341	RNA-Seq	SAMN07419812	BROAD INSTITUTE	public	SRX3055147	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2017-08-07T00:00:00Z	CodRou_346627_pituitary_gland	SRP114662	1757833790	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	202	7610525336	2017-08-07T15:32:00Z	1	PRJNA396033	familiaris		Pituitary Gland	CodRou_346627_pituitary_gland		Labrador	male	16			Model organism or animal							Adult						GCF_000002285.3											"Dr. Andrew M. Hoffman\, Cummings School of Veterinary Medicine\, Tufts University"																																									8/10/2016															3/9/2000																																	
SRR8996970	RNA-Seq	SAMN11526841	BROAD INSTITUTE	public	SRX5775840	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2019-05-01T00:00:00Z	SanMcg_349891_pituitary_gland	SRP114662	3510408237	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	202	9808510970	2019-05-01T13:08:00Z	1	PRJNA396033	familiaris		Pituitary Gland	SanMcg_349891_pituitary_gland		Newfoundland	male	11			Model organism or animal							Adult				not applicable	not applicable									not applicable	not applicable		"Dr. Andrew M. Hoffman\, Cummings School of Veterinary Medicine\, Tufts University"																																																																																									
SRR8996981	RNA-Seq	SAMN11526762	BROAD INSTITUTE	public	SRX5775829	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2019-05-01T00:00:00Z	Ace_396226_pituitary_gland	SRP114662	4277286595	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	15335027574	2019-05-01T13:20:00Z	1	PRJNA396033	familiaris		Pituitary Gland	Ace_396226_pituitary_gland		Yorkshire Terrier	male	11			Model organism or animal							Adult				not applicable	not applicable	AAEX03								not applicable	not applicable		"Dr. Andrew M. Hoffman\, Cummings School of Veterinary Medicine\, Tufts University"																																																																																									
SRR18300828	RNA-Seq	SAMN26581170	EOTVOS LORAND UNIVERSITY	public	SRX14438353	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto2	SRP363593	3699921950	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	9949015218	2022-03-12T05:58:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto2_S62_L005		Beagle	female	3			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR18300832	RNA-Seq	SAMN26581171	EOTVOS LORAND UNIVERSITY	public	SRX14438349	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto3	SRP363593	3446227608	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	9242806338	2022-03-12T05:44:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto3_S63_L005		Beagle	female	3			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											2														
SRR18300835	RNA-Seq	SAMN26581174	EOTVOS LORAND UNIVERSITY	public	SRX14438346	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto6	SRP363593	4127447083	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	11022207854	2022-03-12T05:40:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto6_S66_L005		Beagle	female	3			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											3														
SRR18300833	RNA-Seq	SAMN26581172	EOTVOS LORAND UNIVERSITY	public	SRX14438348	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto4	SRP363593	4209188098	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	11387645974	2022-03-12T05:43:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto4_S64_L005		Border collie	female	1			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR18300837	RNA-Seq	SAMN26581176	EOTVOS LORAND UNIVERSITY	public	SRX14438344	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto8	SRP363593	4130962278	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	11157609856	2022-03-12T06:22:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto8_S68_L005		Border collie	female	14			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR18300834	RNA-Seq	SAMN26581173	EOTVOS LORAND UNIVERSITY	public	SRX14438347	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto5	SRP363593	3162284991	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	8517897618	2022-03-12T06:10:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto5_S65_L005		Boxer	female	1			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR18300827	RNA-Seq	SAMN26581169	EOTVOS LORAND UNIVERSITY	public	SRX14438354	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto1	SRP363593	4424049731	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	11895716580	2022-03-12T06:13:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto1_S61_L005		German shepherd dog	female	4			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR18300838	RNA-Seq	SAMN26581177	EOTVOS LORAND UNIVERSITY	public	SRX14438343	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto9	SRP363593	6049513123	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	16184974864	2022-03-12T06:22:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto9_S69_L005		Golden retriever	female	17			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR18300829	RNA-Seq	SAMN26581179	EOTVOS LORAND UNIVERSITY	public	SRX14438352	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto11	SRP363593	5147390490	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	13846076068	2022-03-12T05:42:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto11_S71_L005		Mixed breed	female	14			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR18300831	RNA-Seq	SAMN26581181	EOTVOS LORAND UNIVERSITY	public	SRX14438350	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto13	SRP363593	3552084990	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	9502404934	2022-03-12T05:44:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto13_S73_L005		Mixed-breed	male	14			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR18300836	RNA-Seq	SAMN26581175	EOTVOS LORAND UNIVERSITY	public	SRX14438345	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto7	SRP363593	3959370139	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	10763933226	2022-03-12T05:53:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto7_S67_L005		Mixed-breed	female	14			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR18300839	RNA-Seq	SAMN26581178	EOTVOS LORAND UNIVERSITY	public	SRX14438342	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto10	SRP363593	4183582122	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	11328079192	2022-03-12T05:42:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto10_S70_L005		Small Mnsterlnder	female	17			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR18300830	RNA-Seq	SAMN26581180	EOTVOS LORAND UNIVERSITY	public	SRX14438351	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto12	SRP363593	4386955901	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	11933113542	2022-03-12T06:07:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto12_S72_L005		Vizsla	male	15			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR2960340	RNA-Seq	SAMN04295022	YUNNAN UNIVERSITY	public	SRX1452062	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2016-11-25T00:00:00Z	CFAMTELFSHP.YPi1956	SRP066652	3748984162	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	200	5733365600	2015-11-28T09:03:00Z	1	PRJNA302374	familiaris		temporal lobe	transcriptome of Indigenous dog temporal lobe		Indigenous dog	female				Model organism or animal							adult		tissue_sample															Yunnan university																																																																																									
SRR2960345	RNA-Seq	SAMN04295025	YUNNAN UNIVERSITY	public	SRX1452067	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2016-11-25T00:00:00Z	CFAMTELFSHP.YPi1957	SRP066652	4771275426	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	200	7093456000	2015-11-28T08:10:00Z	1	PRJNA302374	familiaris		temporal lobe	transcription of Canis lupus familiaris temporal lobe		Indigenous dog	female				Model organism or animal							adult		tissue_sample															Yunnan university																																																																																									
